url,time_appconnect,time_connect,time_namelookup,time_pretransfer,time_redirect,time_starttransfer,time_total,remote_ip,remote_port
www.google.com,0.0,76.408,63.967999999999996,76.481,0.0,128.924,140.97299999999998,142.250.181.196,80
www.microsoft.com,0.0,30.998,13.176,31.124,0.0,64.489,122.224,88.221.169.152,80
www.facebook.com,0.0,18.051000000000002,4.781,18.113,0.0,33.707,33.745,157.240.0.35,80
www.amazonaws.com,0.0,115.051,11.667,115.134,0.0,219.777,219.905,72.21.210.29,80
www.apple.com,0.0,11.76,3.9610000000000003,11.802999999999999,0.0,22.064,22.155,2.16.252.237,80
www.mail.ru,0.0,100.088,52.229,100.218,0.0,148.811,148.96400000000003,217.69.139.70,80
www.youtube.com,0.0,19.283,6.17,19.352,0.0,82.429,82.488,142.251.209.142,80
www.dzen.ru,0.0,106.75800000000001,56.831,106.872,0.0,156.81,156.85399999999998,62.217.160.2,80
www.googleapis.com,0.0,17.531000000000002,5.5120000000000005,17.588,0.0,132.916,133.06699999999998,172.217.19.74,80
www.azure.com,0.0,154.26000000000002,25.731,154.351,0.0,282.45,282.492,20.112.250.133,80
www.twitter.com,0.0,31.453000000000003,12.893999999999998,31.531999999999996,0.0,148.938,149.007,104.244.42.1,80
www.instagram.com,0.0,18.191,4.571000000000001,18.289,0.0,32.668,32.717000000000006,157.240.0.174,80
www.cloudflare.com,0.0,8.71,4.7219999999999995,8.766,0.0,35.42,35.511,104.16.124.96,80
www.gstatic.com,0.0,14.302999999999999,1.531,14.347999999999999,0.0,33.956,34.103,172.217.16.67,80
www.office.com,0.0,24.889000000000003,4.356,25.003,0.0,46.708,46.754,13.107.6.156,80
www.linkedin.com,0.0,7.827000000000001,4.329000000000001,7.8580000000000005,0.0,201.79500000000002,201.888,172.64.146.215,80
www.live.com,0.0,28.034,13.399,28.067999999999998,0.0,43.861999999999995,43.935,204.79.197.212,80
www.googletagmanager.com,0.0,16.579,4.292,16.614,0.0,49.428,49.497,142.250.181.200,80
www.googlevideo.com,0.0,21.753999999999998,4.802,21.791,0.0,50.815,50.935,142.251.143.36,80
www.doubleclick.net,0.0,24.311,11.82,24.354,0.0,45.24100000000001,45.316,142.251.209.142,80
www.fbcdn.net,0.0,19.964,6.592,20.044,0.0,35.767,35.812999999999995,157.240.252.35,80
www.amazon.com,0.0,20.655,12.695,20.697,0.0,34.902,34.952999999999996,2.16.193.174,80
www.googleusercontent.com,0.0,20.386000000000003,3.9899999999999998,20.432,0.0,51.448,51.539,142.250.180.97,80
www.wikipedia.org,0.0,24.502,4.717,24.547,0.0,45.159,45.218,185.15.59.224,80
www.bing.com,0.0,12.831999999999999,4.5360000000000005,12.902000000000001,0.0,68.985,100.628,2.16.204.145,80
www.fastly.net,0.0,50.107,31.801999999999996,50.249,0.0,68.717,68.767,151.101.1.6,80
www.wordpress.org,0.0,123.87299999999999,12.773,124.003,0.0,234.783,234.91600000000003,198.143.164.252,80
www.icloud.com,0.0,7.901,4.311,7.992000000000001,0.0,51.418,51.474,23.63.120.157,80
www.sharepoint.com,0.0,267.65299999999996,4.53,267.77,0.0,1639.551,1639.621,20.70.246.20,80
www.github.com,0.0,43.636,26.962,43.68,0.0,60.31,60.351,140.82.121.4,80
www.netflix.com,0.0,38.491,4.7219999999999995,38.546,0.0,76.05499999999999,76.119,54.155.178.5,80
www.pinterest.com,0.0,23.86,6.298,23.967,0.0,50.921,51.072,151.101.64.84,80
www.yahoo.com,0.0,20.644,3.932,20.7,0.0,39.291,39.440000000000005,87.248.119.252,80
www.digicert.com,0.0,18.738999999999997,6.413,18.783,0.0,31.723000000000003,31.767999999999997,45.60.123.229,80
www.appsflyersdk.com,0.0,51.239,30.877000000000002,51.331,0.0,73.387,73.573,18.239.38.59,80
www.adobe.com,0.0,25.112,4.224,25.2,0.0,280.86,280.981,92.123.74.26,80
www.goo.gl,0.0,48.550000000000004,34.405,48.665,0.0,85.049,85.194,142.251.209.142,80
www.windows.net,0.0,172.381,5.037,172.46200000000002,0.0,331.807,331.87699999999995,20.236.44.162,80
www.spotify.com,0.0,16.965999999999998,4.2139999999999995,17.085,0.0,37.336,37.392,35.186.224.24,80
www.vimeo.com,0.0,19.523,15.431000000000001,19.608,0.0,52.15,52.23,162.159.128.61,80
www.tiktokv.com,0.0,21.641000000000002,14.095999999999998,21.8,0.0,556.389,556.557,2.16.206.24,80
www.skype.com,0.0,18.098,4.211,18.152,0.0,34.44,35.177,52.113.194.133,80
www.whatsapp.com,0.0,14.63,4.444,14.661999999999999,0.0,25.237,25.353,157.240.210.60,80
www.google-analytics.com,0.0,16.88,3.933,16.921,0.0,35.899,36.022,142.250.181.206,80
www.bit.ly,0.0,44.637,30.736,44.718,0.0,146.815,146.96300000000002,67.199.248.11,80
www.msn.com,0.0,18.631999999999998,4.138,18.721999999999998,0.0,34.417,34.464,204.79.197.203,80
www.zoom.us,0.0,17.081,13.065999999999999,17.116,0.0,135.237,135.388,170.114.52.2,80
www.wordpress.com,0.0,29.237,12.22,29.284000000000002,0.0,46.89,46.949,192.0.78.13,80
www.gandi.net,0.0,70.905,53.223,71.01100000000001,0.0,90.0,90.06599999999999,151.101.1.103,80
www.nic.ru,0.0,1107.084,52.858000000000004,1107.175,0.0,1349.928,1350.004,31.177.80.4,80
www.yandex.net,0.0,149.06,86.91799999999999,149.143,0.0,220.674,220.781,213.180.204.242,80
www.ntp.org,0.0,128.086,11.807,128.12,0.0,450.981,458.05,204.93.207.22,80
www.cloudflare.net,0.0,18.256999999999998,13.843,18.353,0.0,267.312,268.132,104.16.208.90,80
www.office365.com,0.0,137.603,12.144,137.691,0.0,264.73999999999995,264.809,104.43.221.31,80
www.roblox.com,0.0,29.532,12.434000000000001,29.604,0.0,46.913000000000004,46.968999999999994,128.116.44.4,80
www.tiktok.com,0.0,13.482,5.307,13.571,0.0,29.375,29.435,23.193.116.194,80
www.qq.com,0.0,30.481,3.862,30.517,0.0,438.23400000000004,438.417,43.152.186.225,80
www.edgekey.net,0.0,29.726,21.950999999999997,29.805000000000003,0.0,295.508,295.662,104.70.124.5,80
www.blogspot.com,0.0,50.699,32.577000000000005,50.774,0.0,646.888,647.029,142.251.143.41,80
www.mozilla.org,0.0,21.950999999999997,3.858,22.014,0.0,40.61,40.647000000000006,151.101.129.91,80
www.reddit.com,0.0,22.700000000000003,4.505,22.735,0.0,42.436,42.516,151.101.1.140,80
www.unity3d.com,0.0,47.825,39.363,47.93,0.0,9063.262,9063.323,104.101.254.214,80
www.opera.com,0.0,27.959999999999997,13.964,28.04,0.0,43.069,43.261,3.127.182.32,80
www.comcast.net,0.0,137.129,129.158,137.189,0.0,151.147,151.189,104.102.7.249,80
www.x.com,0.0,29.61,11.723,29.695,0.0,147.089,147.147,104.244.42.129,80
www.googleadservices.com,0.0,16.313000000000002,4.213,16.351000000000003,0.0,34.501,34.611000000000004,172.217.19.66,80
www.baidu.com,0.0,276.663,18.463,276.765,0.0,547.99,548.253,103.235.46.96,80
www.googledomains.com,0.0,33.662,21.663999999999998,33.702000000000005,0.0,53.172,53.387,216.239.32.29,80
www.snapchat.com,0.0,24.126,11.952,24.209999999999997,0.0,36.937999999999995,36.969,34.149.46.130,80
www.europa.eu,0.0,62.837,42.333000000000006,62.89699999999999,0.0,88.421,88.577,147.67.34.25,80
www.intuit.com,0.0,38.488,30.752000000000002,38.563,0.0,233.06799999999998,233.132,104.102.10.217,80
www.samsung.com,0.0,8.289,4.452,8.34,0.0,32.796,32.881,104.108.144.59,80
www.dropbox.com,0.0,7.543,3.8,7.6129999999999995,0.0,12.293999999999999,12.338,162.125.72.18,80
www.t.me,0.0,40.057,19.812,40.179,0.0,60.972,61.086,149.154.167.99,80
www.lencr.org,0.0,27.227,11.783999999999999,27.344,0.0,42.736000000000004,42.881,3.125.36.175,80
www.outlook.com,0.0,17.848,4.8580000000000005,17.935,0.0,33.758,33.79,52.98.239.162,80
www.nih.gov,0.0,138.102,130.031,138.181,0.0,149.60000000000002,149.664,2.16.206.201,80
www.macromedia.com,0.0,46.654,38.071,46.714,0.0,195.95499999999998,196.12099999999998,2.16.206.21,80
www.gravatar.com,0.0,22.766000000000002,4.7010000000000005,22.819,0.0,40.596000000000004,40.708,192.0.73.2,80
www.vk.com,0.0,73.151,38.918,73.212,0.0,108.789,108.848,93.186.225.194,80
www.tumblr.com,0.0,28.009,12.469,28.065,0.0,43.971000000000004,44.074000000000005,192.0.77.40,80
www.mts.ru,0.0,31.666,13.122,31.771,0.0,188.70999999999998,188.777,178.248.237.216,80
www.github.io,0.0,24.522,4.353,24.564,0.0,44.970000000000006,45.009,185.199.108.153,80
www.ui.com,0.0,26.435,12.043,26.471,0.0,41.393,41.478,18.245.60.87,80
www.sentry.io,0.0,36.739000000000004,23.133999999999997,36.802,0.0,51.311,51.348,34.160.100.224,80
www.windows.com,0.0,50.784000000000006,13.200999999999999,50.836,0.0,70.405,70.483,20.76.201.171,80
www.userapi.com,0.0,80.28699999999999,46.471,80.333,0.0,114.76899999999999,114.887,87.240.190.64,80
www.workers.dev,0.0,15.521999999999998,11.867,15.566,0.0,36.821,36.932,104.18.12.15,80
www.telecid.ru,0.0,99.225,54.877,99.316,0.0,144.927,145.07600000000002,89.108.82.15,80
www.nytimes.com,0.0,22.499000000000002,4.97,22.568,0.0,49.54,49.61,151.101.193.164,80
www.forms.gle,0.0,105.162,86.744,105.27499999999999,0.0,124.675,124.75999999999999,199.36.158.100,80
www.apache.org,0.0,29.619,12.116999999999999,29.686,0.0,49.257000000000005,49.318,151.101.2.132,80
www.msftncsi.com,0.0,9.643,5.876,9.705,0.0,14.085,14.194,2.22.241.49,80
www.paypal.com,0.0,22.775,5.2509999999999994,22.808,0.0,43.757,43.825,151.101.193.21,80
www.criteo.com,0.0,37.301,19.567,37.416,0.0,66.446,66.518,23.185.0.4,80
www.xiaomi.com,0.0,24.564,4.271,24.622,0.0,525.015,525.103,20.47.97.231,80
